"","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","cnt_mov_avg_7","cnt_lag_1","cnt_lag_2","cnt_lag_3","cnt_lag_4","cnt_lag_5","cnt_lag_6","cnt_lag_7","cnt_lag_8","cnt_tom","r_cnt_mov_avg_7","r_cnt_mov_avg_2","r_cnt_mov_avg_21","weekly_trend","AR"
"358","1",0,12,"0","6","0","1",0.3025,0.299242,0.5425,0.190304,155,856,1011,1740.14285714286,2209,3068,2660,3750,3403,2431,2739,3577,754,2894.28571428571,2638.5,3104.90476190476,0.38244338831423,2014.45655301865
"359","1",0,12,"0","0","0","1",0.274783,0.279961,0.681304,0.155091,303,451,754,1689,1011,2209,3068,2660,3750,3403,2431,2739,1317,2647.42857142857,1610,2980.95238095238,0.630887185104053,1740.95609844722
"360","1",0,12,"1","1","0","1",0.321739,0.315535,0.506957,0.239465,430,887,1317,1596.85714285714,754,1011,2209,3068,2660,3750,3403,2431,1162,2407.85714285714,882.5,2850.90476190476,0.689839572192513,1851.82767244722
"361","1",0,12,"0","2","1","2",0.325,0.327633,0.7625,0.18845,103,1059,1162,1709.71428571429,1317,754,1011,2209,3068,2660,3750,3403,2302,2109.85714285714,1035.5,2732.14285714286,0.612988539523949,1590.4235901615
"362","1",0,12,"0","3","1","1",0.29913,0.279974,0.503913,0.293961,255,2047,2302,1920.28571428571,1162,1317,754,1011,2209,3068,2660,3750,2423,1740.14285714286,1239.5,2663.95238095238,0.690133333333333,1842.96354044722
"363","1",0,12,"0","4","1","1",0.248333,0.263892,0.574167,0.119412,254,2169,2423,2140.28571428571,2302,1162,1317,754,1011,2209,3068,2660,2999,1689,1732,2740,0.134586466165414,2004.16355044722
"364","1",0,12,"0","5","1","1",0.311667,0.318812,0.636667,0.134337,491,2508,2999,2230.85714285714,2423,2302,1162,1317,754,1011,2209,3068,2485,1596.85714285714,2362.5,2697.19047619048,0.210234680573664,2183.39920473293
"365","1",0,12,"0","6","0","1",0.41,0.414121,0.615833,0.220154,665,1820,2485,2384.28571428571,2999,2423,2302,1162,1317,754,1011,2209,2294,1709.71428571429,2711,2667.61904761905,-0.357627885921231,2113.70948101865
"366","1",1,1,"0","0","0","1",0.37,0.375621,0.6925,0.192167,686,1608,2294,2393.71428571429,2485,2999,2423,2302,1162,1317,754,1011,1951,1920.28571428571,2742,2634.04761904762,-1.45796241345203,2192.79523901865
"367","1",1,1,"1","1","0","1",0.273043,0.252304,0.381304,0.329665,244,1707,1951,2515,2294,2485,2999,2423,2302,1162,1317,754,2236,2140.28571428571,2389.5,2612.66666666667,-2.04244031830239,2173.25270330436
"368","1",1,1,"0","2","1","1",0.15,0.126275,0.44125,0.365671,89,2147,2236,2672,1951,2294,2485,2999,2423,2302,1162,1317,2368,2230.85714285714,2122.5,2547.95238095238,-0.481397114654518,2291.95106187579
"369","1",1,1,"0","3","1","2",0.1075,0.119337,0.414583,0.1847,95,2273,2368,2962.85714285714,2236,1951,2294,2485,2999,2423,2302,1162,3272,2384.28571428571,2093.5,2486.66666666667,-0.924268502581756,2463.30668759007
"370","1",1,1,"0","4","1","1",0.265833,0.278412,0.524167,0.129987,140,3132,3272,3124.42857142857,2368,2236,1951,2294,2485,2999,2423,2302,4098,2393.71428571429,2302,2421.33333333333,-0.0286707211120765,2797.52402873293
"371","1",1,1,"0","5","1","1",0.334167,0.340267,0.542083,0.167908,307,3791,4098,3185.14285714286,3272,2368,2236,1951,2294,2485,2999,2423,4521,2515,2820,2400.52380952381,-0.350392075938919,3272.15816473293
"372","1",1,1,"0","6","0","1",0.393333,0.390779,0.531667,0.174758,1070,3451,4521,3379.71428571429,4098,3272,2368,2236,1951,2294,2485,2999,3425,2672,3685,2425.33333333333,-0.366455485161721,3559.71657387579
"373","1",1,1,"0","0","0","1",0.3375,0.340258,0.465,0.191542,599,2826,3425,3352.42857142857,4521,4098,3272,2368,2236,1951,2294,2485,2376,2962.85714285714,4309.5,2510.19047619048,-0.819315895372233,3308.37305073293
"374","1",1,1,"0","1","1","2",0.224167,0.247479,0.701667,0.0989,106,2270,2376,3470.28571428571,3425,4521,4098,3272,2368,2236,1951,2294,3598,3124.42857142857,3973,2557.52380952381,-0.493025283347864,2890.15881673293
"375","1",1,1,"0","2","1","1",0.308696,0.318826,0.646522,0.187552,173,3425,3598,3344,2376,3425,4521,4098,3272,2368,2236,1951,2177,3185.14285714286,2900.5,2508.61904761905,-0.21783700666325,3409.74387473293
"376","1",1,1,"0","3","1","2",0.274167,0.282821,0.8475,0.131221,92,2085,2177,3054.28571428571,3598,2376,3425,4521,4098,3272,2368,2236,4097,3379.71428571429,2987,2501.38095238095,-0.60912343470483,2963.1449341615
"377","1",1,1,"0","4","1","2",0.3825,0.381938,0.802917,0.180967,269,3828,4097,2895.14285714286,2177,3598,2376,3425,4521,4098,3272,2368,3214,3352.42857142857,2887.5,2478.38095238095,0.0806587837837838,3682.4901221615
"378","1",1,1,"0","5","1","1",0.274167,0.249362,0.5075,0.378108,174,3040,3214,2884,4097,2177,3598,2376,3425,4521,4098,3272,2493,3470.28571428571,3137,2527.38095238095,-0.252139364303178,3430.06086787579
"379","1",1,1,"0","6","0","1",0.18,0.183087,0.4575,0.187183,333,2160,2493,2789.28571428571,3214,4097,2177,3598,2376,3425,4521,4098,2311,3344,3655.5,2575.2380952381,0.215714982918497,2940.78321301865
"380","1",1,1,"0","0","0","1",0.166667,0.161625,0.419167,0.251258,284,2027,2311,2960.57142857143,2493,3214,4097,2177,3598,2376,3425,4521,2298,3054.28571428571,2853.5,2645.80952380952,0.448573324485733,2626.9601301615
"381","1",1,1,"1","1","0","1",0.19,0.190663,0.5225,0.231358,217,2081,2298,2845.57142857143,2311,2493,3214,4097,2177,3598,2376,3425,2935,2895.14285714286,2402,2719.95238095238,0.325255474452555,2587.5576321615
"382","1",1,1,"0","2","1","2",0.373043,0.364278,0.716087,0.34913,127,2808,2935,2838.28571428571,2298,2311,2493,3214,4097,2177,3598,2376,3376,2884,2304.5,2766.66666666667,0.0328282828282828,2920.92330444722
"383","1",1,1,"0","3","1","1",0.303333,0.275254,0.443333,0.415429,109,3267,3376,2668,2935,2298,2311,2493,3214,4097,2177,3598,3292,2789.28571428571,2616.5,2851.09523809524,0.184269038354641,3021.8611801615
"384","1",1,1,"0","4","1","1",0.19,0.190038,0.4975,0.220158,130,3162,3292,2620.28571428571,3376,2935,2298,2311,2493,3214,4097,2177,3163,2960.57142857143,3155.5,2902.2380952381,-0.550757923748277,3197.78320159007
"385","1",1,1,"0","5","1","2",0.2175,0.220958,0.45,0.20275,115,3048,3163,2639.42857142857,3292,3376,2935,2298,2311,2493,3214,4097,1301,2845.57142857143,3334,2943.61904761905,0.196485233097388,2952.84296673293
"386","1",1,1,"0","6","0","2",0.173333,0.174875,0.83125,0.222642,67,1234,1301,2840,3163,3292,3376,2935,2298,2311,2493,3214,1977,2838.28571428571,3227.5,2951.42857142857,0.0158680771624144,2189.59191844722
"387","1",1,1,"0","0","0","2",0.1625,0.16225,0.79625,0.199638,196,1781,1977,2967.71428571429,1301,3163,3292,3376,2935,2298,2311,2493,2432,2668,2232,2895.04761904762,0.478138788608103,2314.97896501865
"388","1",1,1,"0","1","1","2",0.218333,0.243058,0.91125,0.110708,145,2287,2432,3079.57142857143,1977,1301,3163,3292,3376,2935,2298,2311,4339,2620.28571428571,1639,2879.95238095238,0.144526179143228,2537.8395641615
"389","1",1,1,"0","2","1","1",0.3425,0.349108,0.835833,0.123767,439,3900,4339,3121.42857142857,2432,1977,1301,3163,3292,3376,2935,2298,4270,2639.42857142857,2204.5,2902.85714285714,-0.0583115752828547,3402.83029644722
"390","1",1,1,"0","3","1","1",0.294167,0.294821,0.64375,0.161071,467,3803,4270,3510.28571428571,4339,2432,1977,1301,3163,3292,3376,2935,4075,2840,3385.5,3003,-0.478364565587734,3565.26037159007
"391","1",1,1,"0","4","1","2",0.341667,0.35605,0.769583,0.0733958,244,3831,4075,3691.14285714286,4270,4339,2432,1977,1301,3163,3292,3376,3456,2967.71428571429,4304.5,3093.57142857143,-0.264810426540284,3521.80219759007
"392","1",1,1,"0","5","1","2",0.425,0.415383,0.74125,0.342667,269,3187,3456,3861.42857142857,4075,4270,4339,2432,1977,1301,3163,3292,4023,3079.57142857143,4172.5,3131.80952380952,-0.237849331713244,3310.53964130436
"393","1",1,1,"0","6","0","1",0.315833,0.326379,0.543333,0.210829,775,3248,4023,3885.71428571429,3456,4075,4270,4339,2432,1977,1301,3163,3243,3121.42857142857,3765.5,3101.2380952381,-0.0926335757192539,3549.34711159007
"394","1",1,1,"0","0","0","1",0.2825,0.272721,0.31125,0.24005,558,2685,3243,3929.85714285714,4023,3456,4075,4270,4339,2432,1977,1301,3624,3510.28571428571,3739.5,3077.52380952381,-2.09223674096849,3582.56858787579
"395","1",1,1,"0","1","1","1",0.269167,0.262625,0.400833,0.215792,126,3498,3624,3885,3243,4023,3456,4075,4270,4339,2432,1977,4509,3691.14285714286,3633,3068.85714285714,-0.640364188163885,3760.0257721615
"396","1",1,1,"0","2","1","1",0.39,0.381317,0.416667,0.261817,324,4185,4509,3984.28571428571,3624,3243,4023,3456,4075,4270,4339,2432,4579,3861.42857142857,3433.5,3128.28571428571,-0.490131578947368,4235.00959187579
"397","1",1,2,"0","3","1","1",0.469167,0.466538,0.507917,0.189067,304,4275,4579,3814.14285714286,4509,3624,3243,4023,3456,4075,4270,4339,3761,3885.71428571429,4066.5,3171.66666666667,-0.0391795344549435,4215.89947130436
"398","1",1,2,"0","4","1","2",0.399167,0.398971,0.672917,0.187187,190,3571,3761,3771.85714285714,4579,4509,3624,3243,4023,3456,4075,4270,4151,3929.85714285714,4544,3286.04761904762,-0.0723653395784543,3895.56676959007
"399","1",1,2,"0","5","1","1",0.313333,0.309346,0.526667,0.178496,310,3841,4151,3794.71428571429,3761,4579,4509,3624,3243,4023,3456,4075,2832,3885,4170,3270.04761904762,0.0770552147239264,4000.36962130436
"400","1",1,2,"0","6","0","2",0.264167,0.272725,0.779583,0.121896,384,2448,2832,3775.57142857143,4151,3761,4579,4509,3624,3243,4023,3456,2947,3984.28571428571,3956,3314.66666666667,-0.201099537037037,3548.3056901615
"401","1",1,2,"0","0","0","2",0.265833,0.264521,0.687917,0.175996,318,2629,2947,3521.71428571429,2832,4151,3761,4579,4509,3624,3243,4023,3784,3814.14285714286,3491.5,3330.80952380952,0.296047725577927,3384.9627501615
"402","1",1,2,"0","1","1","1",0.282609,0.296426,0.622174,0.1538,206,3578,3784,3531.57142857143,2947,2832,4151,3761,4579,4509,3624,3243,4375,3771.85714285714,2889.5,3361.09523809524,0.0912735121800802,3778.48990730436
"403","1",1,2,"0","2","1","1",0.354167,0.361104,0.49625,0.147379,199,4176,4375,3485.85714285714,3784,2947,2832,4151,3761,4579,4509,3624,2802,3794.71428571429,3365.5,3431.85714285714,-0.0441501103752759,4075.38371101865
"404","1",1,2,"0","3","1","2",0.256667,0.266421,0.722917,0.133721,109,2693,2802,3391.14285714286,4375,3784,2947,2832,4151,3761,4579,4509,3830,3775.57142857143,4079.5,3500.42857142857,0.0297183410955866,3365.67835930436
"405","1",1,2,"0","4","1","1",0.265,0.261988,0.562083,0.194037,163,3667,3830,3188.57142857143,2802,4375,3784,2947,2832,4151,3761,4579,3831,3521.71428571429,3588.5,3473.09523809524,0.388075999126447,3564.94296787579
"406","1",1,2,"0","5","1","2",0.280833,0.293558,0.54,0.116929,227,3604,3831,3136.85714285714,3830,2802,4375,3784,2947,2832,4151,3761,2169,3531.57142857143,3316,3498.71428571429,-0.0183461845253922,3685.08240330436
"407","1",1,2,"0","6","0","3",0.224167,0.210867,0.73125,0.289796,192,1977,2169,3072.14285714286,3831,3830,2802,4375,3784,2947,2832,4151,1529,3485.85714285714,3830.5,3530.52380952381,0.0770898578655746,2915.91875101865
"408","1",1,2,"0","0","0","1",0.1275,0.101658,0.464583,0.409212,73,1456,1529,3267.42857142857,2169,3831,3830,2802,4375,3784,2947,2832,3422,3391.14285714286,3000,3571.85714285714,0.234110169491525,2564.04396244722
"409","1",1,2,"0","1","1","1",0.2225,0.227913,0.41125,0.167283,94,3328,3422,3149.57142857143,1529,2169,3831,3830,2802,4375,3784,2947,3922,3188.57142857143,1849,3550.52380952381,0.481167288768239,3221.60023501864
"410","1",1,2,"0","2","1","2",0.319167,0.333946,0.50875,0.141179,135,3787,3922,3195.71428571429,3422,1529,2169,3831,3830,2802,4375,3784,4169,3136.85714285714,2475.5,3597.66666666667,0.0956659619450317,3473.90406301865
"411","1",1,2,"0","3","1","1",0.348333,0.351629,0.53125,0.1816,141,4028,4169,3502.71428571429,3922,3422,1529,2169,3831,3830,2802,4375,3005,3072.14285714286,3672,3577.80952380952,0.103542857142857,3538.45002044722
"412","1",1,2,"0","4","1","2",0.316667,0.330162,0.752917,0.091425,74,2931,3005,3668.42857142857,4169,3922,3422,1529,2169,3831,3830,2802,4154,3267.42857142857,4045.5,3573,-0.487865810135617,3258.05062187579
"413","1",1,2,"0","5","1","1",0.343333,0.351629,0.634583,0.205846,349,3805,4154,3626.57142857143,3005,4169,3922,3422,1529,2169,3831,3830,4318,3149.57142857143,3587,3522.04761904762,0.215404699738903,3552.8866321615
"414","1",1,2,"0","6","0","1",0.346667,0.355425,0.534583,0.190929,1435,2883,4318,3605.85714285714,4154,3005,4169,3922,3422,1529,2169,3831,2689,3195.71428571429,3579.5,3555.28571428571,-0.0843121900287131,3720.99527587579
"415","1",1,2,"0","0","0","2",0.28,0.265788,0.515833,0.253112,618,2071,2689,3692.14285714286,4318,4154,3005,4169,3922,3422,1529,2169,3129,3502.71428571429,4236,3569.33333333333,-0.990779160903642,3303.12410844722
"416","1",1,2,"1","1","0","1",0.28,0.273391,0.507826,0.229083,502,2627,3129,3986,2689,4318,4154,3005,4169,3922,3422,1529,3777,3668.42857142857,3503.5,3542.95238095238,-0.758665794637018,3526.3904201615
"417","1",1,2,"0","2","1","1",0.287826,0.295113,0.594348,0.205717,163,3614,3777,3890.71428571429,3129,2689,4318,4154,3005,4169,3922,3422,4773,3626.57142857143,2909,3519.38095238095,0.0856224430157802,3693.2289161615
"418","1",1,2,"0","3","1","1",0.395833,0.392667,0.567917,0.234471,394,4379,4773,3664.14285714286,3777,3129,2689,4318,4154,3005,4169,3922,5062,3605.85714285714,3453,3484.52380952381,0.0369709331973483,4121.61824901865
"419","1",1,2,"0","4","1","1",0.454167,0.444446,0.554583,0.190913,516,4546,5062,3764.14285714286,4773,3777,3129,2689,4318,4154,3005,4169,3487,3692.14285714286,4275,3493.7619047619,-0.144878867834013,4341.92414844722
"420","1",1,2,"0","5","1","2",0.4075,0.410971,0.7375,0.237567,246,3241,3487,3934.57142857143,5062,4773,3777,3129,2689,4318,4154,3005,2732,3986,4917.5,3555.71428571429,-0.684525790349418,3916.90641444722
"421","1",1,2,"0","6","0","1",0.290833,0.255675,0.395833,0.421642,317,2415,2732,4018.28571428571,3487,5062,4773,3777,3129,2689,4318,4154,3389,3890.71428571429,4274.5,3524.09523809524,0.160568127106403,3367.75713959007
"422","1",1,2,"0","0","0","1",0.279167,0.268308,0.41,0.205229,515,2874,3389,3598.42857142857,2732,3487,5062,4773,3777,3129,2689,4318,4322,3664.14285714286,3109.5,3519.33333333333,0.367299675775822,3466.71628987579
"423","1",1,2,"0","1","1","1",0.366667,0.357954,0.490833,0.268033,253,4069,4322,3588.14285714286,3389,2732,3487,5062,4773,3777,3129,2689,4363,3764.14285714286,3060.5,3540.38095238095,-0.26031982149498,4068.48835759007
"424","1",1,2,"0","2","1","1",0.359167,0.353525,0.395833,0.193417,229,4134,4363,3546.28571428571,4322,3389,2732,3487,5062,4773,3777,3129,1834,3934.57142857143,3855.5,3566,-0.381271971875999,4213.38633101865
"425","1",1,2,"0","3","1","2",0.344348,0.34847,0.804783,0.179117,65,1769,1834,3736.85714285714,4363,4322,3389,2732,3487,5062,4773,3777,4990,4018.28571428571,4342.5,3565.42857142857,-0.155149589621393,3128.99848644722
"426","1",1,3,"0","4","1","1",0.485833,0.475371,0.615417,0.226987,325,4665,4990,3741.71428571429,1834,4363,4322,3389,2732,3487,5062,4773,3194,3598.42857142857,3098.5,3519.33333333333,0.615755290173895,4038.58696244722
"427","1",1,3,"0","5","1","2",0.353333,0.359842,0.657083,0.144904,246,2948,3194,3600.42857142857,4990,1834,4363,4322,3389,2732,3487,5062,4066,3588.14285714286,3412,3574.57142857143,0.0142236270248913,3432.81395873293
"428","1",1,3,"0","6","0","2",0.414167,0.413492,0.62125,0.161079,956,3110,4066,3542.28571428571,3194,4990,1834,4363,4322,3389,2732,3487,3423,3546.28571428571,4092,3544.2380952381,0.0840263837109263,3772.74125473293
"429","1",1,3,"0","0","0","1",0.325833,0.303021,0.403333,0.334571,710,2713,3423,3982.57142857143,4066,3194,4990,1834,4363,4322,3389,2732,3333,3736.85714285714,3630,3634.57142857143,-0.488286969253294,3703.18494387579
"430","1",1,3,"0","1","1","1",0.243333,0.241171,0.50625,0.228858,203,3130,3333,4038.57142857143,3423,4066,3194,4990,1834,4363,4322,3389,3956,3741.71428571429,3744.5,3724.7619047619,-0.0100324579521983,3586.63265701865
"431","1",1,3,"0","2","1","1",0.258333,0.255042,0.456667,0.200875,221,3735,3956,4235,3333,3423,4066,3194,4990,1834,4363,4322,4916,3600.42857142857,3378,3720.52380952381,0.228829245719574,3712.8309561615
"432","1",1,3,"0","3","1","1",0.404167,0.3851,0.513333,0.345779,432,4484,4916,4242.42857142857,3956,3333,3423,4066,3194,4990,1834,4363,5382,3542.28571428571,3644.5,3722.14285714286,0.0932844373137749,4131.23865587579
"433","1",1,3,"0","4","1","1",0.5275,0.524604,0.5675,0.441563,486,4896,5382,4455,4916,3956,3333,3423,4066,3194,4990,1834,4569,3982.57142857143,4436,3757.71428571429,-1.68047982551799,4798.33251559007
"434","1",1,3,"0","5","1","2",0.410833,0.397083,0.407083,0.4148,447,4122,4569,4735.71428571429,5382,4916,3956,3333,3423,4066,3194,4990,4118,4038.57142857143,5149,3870.90476190476,-0.0785571142284569,4312.00821473293
"435","1",1,3,"0","6","0","1",0.2875,0.277767,0.350417,0.22575,968,3150,4118,5005.85714285714,4569,5382,4916,3956,3333,3423,4066,3194,4911,4235,4975.5,3890.66666666667,-0.430494677520351,4289.0467321615
"436","1",1,3,"0","0","0","1",0.361739,0.35967,0.476957,0.222587,1658,3253,4911,5205.28571428571,4118,4569,5382,4916,3956,3333,3423,4066,5298,4242.42857142857,4343.5,3881.14285714286,-0.0127889818002951,4554.62488530436
"437","1",1,3,"0","1","1","1",0.466667,0.459592,0.489167,0.207713,838,4460,5298,5321,4911,4118,4569,5382,4916,3956,3333,3423,5847,4455,4514.5,3986.95238095238,-0.434706397896582,4931.44522159007
"438","1",1,3,"0","2","1","1",0.565,0.542929,0.6175,0.23695,762,5085,5847,5293.71428571429,5298,4911,4118,4569,5382,4916,3956,3333,6312,4735.71428571429,5104.5,4090.2380952381,-0.58955895589559,5357.73955159007
"439","1",1,3,"0","3","1","1",0.5725,0.548617,0.507083,0.115062,997,5315,6312,5824.85714285714,5847,5298,4911,4118,4569,5382,4916,3956,6192,5005.85714285714,5572.5,4188.80952380952,-0.478008088978766,5707.62689159007
"440","1",1,3,"0","4","1","1",0.5575,0.532825,0.579583,0.149883,1005,5187,6192,5965,6312,5847,5298,4911,4118,4569,5382,4916,4378,5205.28571428571,6079.5,4262.09523809524,-0.283970707892596,5738.23206559007
"441","1",1,3,"0","5","1","2",0.435833,0.436229,0.842083,0.113192,548,3830,4378,6087.14285714286,6192,6312,5847,5298,4911,4118,4569,5382,7836,5321,6252,4315.90476190476,-0.150501672240803,4982.69151301865
"442","1",1,3,"0","6","0","2",0.514167,0.505046,0.755833,0.110704,3155,4681,7836,6122.28571428571,4378,6192,6312,5847,5298,4911,4118,4569,5892,5293.71428571429,5285,4358.33333333333,0.0418034580871088,6401.68635759007
"443","1",1,3,"0","0","0","2",0.4725,0.464,0.81,0.126883,2207,3685,5892,6110.57142857143,7836,4378,6192,6312,5847,5298,4911,4118,6153,5824.85714285714,6107,4601.38095238095,-0.902865468674114,6103.42477559008
"444","1",1,3,"0","1","1","1",0.545,0.532821,0.72875,0.162317,982,5171,6153,6207.57142857143,5892,7836,4378,6192,6312,5847,5298,4911,6093,5965,6864,4720.57142857143,-0.19975565058033,6126.67087530436
"445","1",1,3,"0","2","1","1",0.560833,0.538533,0.807917,0.121271,1051,5042,6093,6776.71428571429,6153,5892,7836,4378,6192,6312,5847,5298,6230,6087.14285714286,6022.5,4807.7619047619,-0.161381653454134,6162.20751501865
"446","2",1,3,"0","3","1","2",0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,6139,6093,6153,5892,7836,4378,6192,6312,5847,6871,6122.28571428571,6123,4890.14285714286,-0.0420728578758338,6203.77938473293
"447","2",1,3,"0","4","1","1",0.554167,0.531567,0.83125,0.117562,1334,5537,6871,6011,6230,6093,6153,5892,7836,4378,6192,6312,8362,6110.57142857143,6161.5,5099.47619047619,0.0129911280101394,6454.23281359007
"448","2",1,3,"0","5","1","2",0.601667,0.570067,0.694167,0.1163,2469,5893,8362,5926,6871,6230,6093,6153,5892,7836,4378,6192,3372,6207.57142857143,6550.5,5189.04761904762,-0.109657622739018,7201.49034473293
"449","2",1,3,"0","6","0","2",0.5025,0.486733,0.885417,0.192783,1033,2339,3372,5784.42857142857,8362,6871,6230,6093,6153,5892,7836,4378,4996,6776.71428571429,7616.5,5435.14285714286,-0.910004568296026,5569.37638787579
"450","2",1,3,"0","0","0","2",0.4375,0.437488,0.880833,0.220775,1532,3464,4996,5708.42857142857,3372,8362,6871,6230,6093,6153,5892,7836,5558,6139,5867,5402.09523809524,0.569678407350689,5388.12199473293
"451","2",1,3,"0","1","1","1",0.445833,0.43875,0.477917,0.386821,795,4763,5558,5603,4996,3372,8362,6871,6230,6093,6153,5892,5102,6011,4184,5477,0.152070604209097,5779.26475987579
"452","2",1,3,"0","2","1","1",0.323333,0.315654,0.29,0.187192,531,4571,5102,5188.28571428571,5558,4996,3372,8362,6871,6230,6093,6153,5698,5926,5277,5582.95238095238,0.0967007963594994,5552.33194387579
"453","2",1,3,"0","3","1","1",0.484167,0.47095,0.48125,0.291671,674,5024,5698,5597.28571428571,5102,5558,4996,3372,8362,6871,6230,6093,6133,5784.42857142857,5330,5637.52380952381,0.162645658952897,5705.44419730436
"454","2",1,3,"0","4","1","1",0.494167,0.482304,0.439167,0.31965,834,5299,6133,5746.57142857143,5698,5102,5558,4996,3372,8362,6871,6230,5459,5708.42857142857,5400,5674.7619047619,0.0853932584269663,5878.93933901865
"455","2",1,3,"0","5","1","2",0.37,0.375621,0.580833,0.138067,796,4663,5459,5800.57142857143,6133,5698,5102,5558,4996,3372,8362,6871,6235,5603,5915.5,5710.52380952381,0.107407946441566,5514.74301159007
"456","2",1,3,"0","6","0","2",0.424167,0.421708,0.738333,0.250617,2301,3934,6235,6039.14285714286,5459,6133,5698,5102,5558,4996,3372,8362,6041,5188.28571428571,5796,5752.90476190476,0.347165749820617,5481.4422601615
"457","2",1,4,"0","0","0","2",0.425833,0.417287,0.67625,0.172267,2347,3694,6041,6144.57142857143,6235,5459,6133,5698,5102,5558,4996,3372,5936,5597.28571428571,5847,5853.71428571429,-0.849051008303677,5985.95018730436
"458","2",1,4,"0","1","1","1",0.433913,0.427513,0.504348,0.312139,1208,4728,5936,6190.85714285714,6041,6235,5459,6133,5698,5102,5558,4996,6772,5746.57142857143,6138,5907.52380952381,-0.209167333867094,5912.81679359007
"459","2",1,4,"0","2","1","1",0.466667,0.461483,0.396667,0.100133,1348,5424,6772,6333.85714285714,5936,6041,6235,5459,6133,5698,5102,5558,6436,5800.57142857143,5988.5,5937.90476190476,-0.0680100755667506,6263.97317273293
"460","2",1,4,"0","3","1","1",0.541667,0.53345,0.469583,0.180975,1058,5378,6436,6422.71428571429,6772,5936,6041,6235,5459,6133,5698,5102,6457,6039.14285714286,6354,5981.95238095238,-0.327322618580949,6333.78302130436
"461","2",1,4,"0","4","1","1",0.435,0.431163,0.374167,0.219529,1192,5265,6457,6298.14285714286,6436,6772,5936,6041,6235,5459,6133,5698,6460,6144.57142857143,6604,5987.85714285714,-0.12951912951913,6345.06364901865
"462","2",1,4,"0","5","1","1",0.403333,0.390767,0.377083,0.300388,1807,4653,6460,6248,6457,6436,6772,5936,6041,6235,5459,6133,6857,6190.85714285714,6446.5,6000.47619047619,-0.0528289580955487,6347.02626701865
"463","2",1,4,"0","6","0","1",0.4375,0.426129,0.254167,0.274871,3252,3605,6857,6126,6460,6457,6436,6772,5936,6041,6235,5459,5169,6333.85714285714,6458.5,6099.61904761905,-0.183366917017769,6641.7880541615
"464","2",1,4,"0","0","0","1",0.5,0.492425,0.275833,0.232596,2230,2939,5169,5901.14285714286,6857,6460,6457,6436,6772,5936,6041,6235,5585,6422.71428571429,6658.5,6053,-0.0997594226142743,5938.33121501865
"465","2",1,4,"0","1","1","1",0.489167,0.476638,0.3175,0.358196,905,4680,5585,5751.42857142857,5169,6857,6460,6457,6436,6772,5936,6041,5918,6298.14285714286,6013,6018.57142857143,0.14434696242344,5955.32169787579
"466","2",1,4,"0","2","1","1",0.446667,0.436233,0.435,0.249375,819,5099,5918,5742.57142857143,5585,5169,6857,6460,6457,6436,6772,5936,4862,6248,5377,5991.52380952381,0.0591307277628032,6103.18006444722
"467","2",1,4,"0","3","1","1",0.348696,0.337274,0.469565,0.295274,482,4380,4862,5828.71428571429,5918,5585,5169,6857,6460,6457,6436,6772,5409,6126,5751.5,5983.19047619048,0.126107501476669,5545.92354987579
"468","2",1,4,"0","4","1","1",0.3975,0.387604,0.46625,0.290429,663,4746,5409,6109.14285714286,4862,5918,5585,5169,6857,6460,6457,6436,6398,5901.14285714286,5390,5918.04761904762,0.244561839651958,5610.55742501865
"469","2",1,4,"0","5","1","1",0.4425,0.431808,0.408333,0.155471,1252,5146,6398,6221.28571428571,5409,4862,5918,5585,5169,6857,6460,6457,7460,5751.42857142857,5135.5,5848.42857142857,0.162304475762738,5986.10582987579
"470","2",1,4,"0","6","0","1",0.495,0.487996,0.502917,0.190917,2795,4665,7460,6331.71428571429,6398,5409,4862,5918,5585,5169,6857,6460,7132,5742.57142857143,5903.5,5754.90476190476,0.00959752321981424,6501.5841161615
"471","2",1,4,"0","0","0","1",0.606667,0.573875,0.507917,0.225129,2846,4286,7132,6261,7460,6398,5409,4862,5918,5585,5169,6857,6370,5828.71428571429,6929,5949.57142857143,-0.0879393320694181,6449.62683787579
"472","2",1,4,"1","1","0","1",0.664167,0.614925,0.561667,0.284829,1198,5172,6370,6426.14285714286,7132,7460,6398,5409,4862,5918,5585,5169,6691,6109.14285714286,7296,6051.28571428571,-0.379763977558522,6363.04533587579
"473","2",1,4,"0","2","1","1",0.608333,0.598487,0.390417,0.273629,989,5702,6691,6553.57142857143,6370,7132,7460,6398,5409,4862,5918,5585,4367,6221.28571428571,6751,6089.95238095238,-0.140555058191585,6492.74434273293
"474","2",1,4,"0","3","1","2",0.463333,0.457038,0.569167,0.167912,347,4020,4367,6434.14285714286,6691,6370,7132,7460,6398,5409,4862,5918,6565,6331.71428571429,6530.5,6165.61904761905,-0.13061845217979,5549.00030473293
"475","2",1,4,"0","4","1","1",0.498333,0.493046,0.6125,0.0659292,846,5719,6565,5562,4367,6691,6370,7132,7460,6398,5409,4862,7290,6261,5529,6102.2380952381,0.101809954751131,6381.62410273293
"476","2",1,4,"0","5","1","1",0.526667,0.515775,0.694583,0.149871,1340,5950,7290,5111.14285714286,6565,4367,6691,6370,7132,7460,6398,5409,6624,6426.14285714286,5466,6122.80952380952,-0.213717877611388,6891.09003701865
