"","X.3","X.2","X.1","X","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","cnt_mov_avg_7","cnt_lag_1","cnt_lag_2","cnt_lag_3","cnt_lag_4","cnt_lag_5","cnt_lag_6","cnt_lag_7","cnt_lag_8","cnt_tom","r_cnt_mov_avg_7","r_cnt_mov_avg_2","r_cnt_mov_avg_21","weekly_trend","AR"
"317",317,317,317,317,"2011-11-13",4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,3511.85714285714,4067,3368,2933,4109,4205,4035,3649,3926,4486,3766.57142857143,3717.5,3702.28571428571,-0.0359144167091187,3763.11873487926
"318",318,318,318,318,"2011-11-14",4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,3529,3717,4067,3368,2933,4109,4205,4035,3649,4195,3776.28571428571,3892,3670.66666666667,-0.0186352425322006,4096.2883840221
"319",319,319,319,319,"2011-11-15",4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,3532.42857142857,4486,3717,4067,3368,2933,4109,4205,4035,1817,3840.71428571429,4101.5,3684.90476190476,-0.111771995043371,4030.82883259355
"320",320,320,320,320,"2011-11-16",4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,3474.71428571429,4195,4486,3717,4067,3368,2933,4109,4205,3053,3839.28571428571,4340.5,3661.47619047619,0.00237812128418549,2974.43720345068
"321",321,321,321,321,"2011-11-17",4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,3446.57142857143,1817,4195,4486,3717,4067,3368,2933,4109,3392,3511.85714285714,3006,3562.57142857143,0.557799951326357,3181.49362973639
"322",322,322,322,322,"2011-11-18",4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,3200.71428571429,3053,1817,4195,4486,3717,4067,3368,2933,3663,3529,2435,3581.33333333333,-0.0409137401977497,3486.48831259354
"323",323,323,323,323,"2011-11-19",4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,2831,3392,3053,1817,4195,4486,3717,4067,3368,3520,3532.42857142857,3222.5,3564.42857142857,-0.00712589073634204,3599.56590745068
"324",324,324,324,324,"2011-11-20",4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,2938,3663,3392,3053,1817,4195,4486,3717,4067,2765,3474.71428571429,3527.5,3709,0.0993361199901647,3478.60443602211
"325",325,325,325,325,"2011-11-21",4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,2715.42857142857,3520,3663,3392,3053,1817,4195,4486,3717,1607,3446.57142857143,3591.5,3718,0.0529997309658327,3149.2815657364
"326",326,326,326,326,"2011-11-22",4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,2629.71428571429,2765,3520,3663,3392,3053,1817,4195,4486,2566,3200.71428571429,3142.5,3674.95238095238,0.38363798484173,2415.40296745069
"327",327,327,327,327,"2011-11-23",4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,2544.71428571429,1607,2765,3520,3663,3392,3053,1817,4195,1495,2831,2186,3557.7619047619,0.616924910607866,2566.10503716497
"328",328,328,328,328,"2011-11-24",4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,2480.57142857143,2566,1607,2765,3520,3663,3392,3053,1817,2792,2938,2086.5,3480.61904761905,-0.41221794166208,2370.19729602211
"329",329,329,329,329,"2011-11-25",4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,2638,1495,2566,1607,2765,3520,3663,3392,3053,3068,2715.42857142857,2030.5,3362.57142857143,0.510317720275139,2661.62494745068
"330",330,330,330,330,"2011-11-26",4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,2824.71428571429,2792,1495,2566,1607,2765,3520,3663,3392,3071,2629.71428571429,2143.5,3302.85714285714,0.17688679245283,2791.25961602212
"331",331,331,331,331,"2011-11-27",4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,2974.28571428571,3068,2792,1495,2566,1607,2765,3520,3663,3867,2544.71428571429,2930,3262,0.162435162435162,2744.57815487926
"332",332,332,332,332,"2011-11-28",4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,3293.14285714286,3071,3068,2792,1495,2566,1607,2765,3520,2914,2480.57142857143,3069.5,3234.47619047619,0.127556818181818,3060.9673897364
"333",333,333,333,333,"2011-11-29",4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,3457.14285714286,3867,3071,3068,2792,1495,2566,1607,2765,3613,2638,3469,3226.47619047619,-0.398553345388788,2834.4701177364
"334",334,334,334,334,"2011-11-30",4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,3535.14285714286,2914,3867,3071,3068,2792,1495,2566,1607,3727,2824.71428571429,3390.5,3165,-0.813316739265712,3255.1064337364
"335",335,335,335,335,"2011-12-01",4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,3594.28571428571,3613,2914,3867,3071,3068,2792,1495,2566,3940,2974.28571428571,3263.5,3141.38095238095,-0.408028059236165,3373.27023545068
"336",336,336,336,336,"2011-12-02",4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,3586.28571428571,3727,3613,2914,3867,3071,3068,2792,1495,3614,3293.14285714286,3670,3179.19047619048,-1.49297658862876,3719.52420802212
"337",337,337,337,337,"2011-12-03",4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,3540.57142857143,3940,3727,3613,2914,3867,3071,3068,2792,3485,3457.14285714286,3833.5,3206.42857142857,-0.411174785100287,3604.98977259354
"338",338,338,338,338,"2011-12-04",4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,3125.14285714286,3614,3940,3727,3613,2914,3867,3071,3068,3811,3535.14285714286,3777,3184.85714285714,-0.177966101694915,3556.43369659354
"339",339,339,339,339,"2011-12-05",4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,3067.28571428571,3485,3614,3940,3727,3613,2914,3867,3071,2594,3594.28571428571,3549.5,3173.80952380952,-0.134809508303484,3722.69568973639
"340",340,340,340,340,"2011-12-06",4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,3021.57142857143,3811,3485,3614,3940,3727,3613,2914,3867,705,3586.28571428571,3648,3141.66666666667,0.0144815102146367,3163.48875316497
"341",341,341,341,341,"2011-12-07",4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,2961,2594,3811,3485,3614,3940,3727,3613,2914,3322,3540.57142857143,3202.5,3065.42857142857,0.109814687714482,2305.31037545069
"342",342,342,342,342,"2011-12-08",4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,2855,705,2594,3811,3485,3614,3940,3727,3613,3620,3125.14285714286,1649.5,3012.47619047619,0.80487129809023,3039.99331087926
"343",343,343,343,343,"2011-12-09",4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,2783.42857142857,3322,705,2594,3811,3485,3614,3940,3727,3190,3067.28571428571,2013.5,3025.28571428571,0.10866648779179,3290.28879773639
"344",344,344,344,344,"2011-12-10",4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,2916.14285714286,3620,3322,705,2594,3811,3485,3614,3940,2743,3021.57142857143,3471,3036.14285714286,0.0812182741116751,3083.83410345068
"345",345,345,345,345,"2011-12-11",4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,3349.71428571429,3190,3620,3322,705,2594,3811,3485,3614,3310,2961,3405,3013.61904761905,0.11732152739347,2849.9345337364
"346",346,346,346,346,"2011-12-12",4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,3405,2743,3190,3620,3322,705,2594,3811,3485,3523,2855,2966.5,2976.61904761905,0.212912482065997,3015.00271602211
"347",347,347,347,347,"2011-12-13",4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,3398.85714285714,3310,2743,3190,3620,3322,705,2594,3811,3740,2783.42857142857,3026.5,3002.57142857143,0.131461558646025,3081.21759545068
"348",348,348,348,348,"2011-12-14",4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,3334.42857142857,3523,3310,2743,3190,3620,3322,705,2594,3709,2916.14285714286,3416.5,3093.80952380952,-0.358134155744025,3338.57511545069
"349",349,349,349,349,"2011-12-15",4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,3289.85714285714,3740,3523,3310,2743,3190,3620,3322,705,3577,3349.71428571429,3631.5,3149.71428571429,-4.30496453900709,3701.43310516497
"350",350,350,350,350,"2011-12-16",4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,3303.14285714286,3709,3740,3523,3310,2743,3190,3620,3322,2739,3405,3724.5,3255.14285714286,-0.116496086694762,3512.43042116497
"351",351,351,351,351,"2011-12-17",4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,3335.57142857143,3577,3709,3740,3523,3310,2743,3190,3620,2431,3398.85714285714,3643,3292.52380952381,0.011878453038674,3120.44887887925
"352",352,352,352,352,"2011-12-18",4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,3181.28571428571,2739,3577,3709,3740,3523,3310,2743,3190,3403,3334.42857142857,3158,3276.85714285714,0.141379310344828,2925.63854802211
"353",353,353,353,353,"2011-12-19",4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,3089.71428571429,2431,2739,3577,3709,3740,3523,3310,2743,3750,3289.85714285714,2585,3246.38095238095,0.113744075829384,3328.73378516496
"354",354,354,354,354,"2011-12-20",4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,2894.28571428571,3403,2431,2739,3577,3709,3740,3523,3310,2660,3303.14285714286,2917,3224.28571428571,-0.0280966767371601,3511.1517297364
"355",355,355,355,355,"2011-12-21",1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,2647.42857142857,3750,3403,2431,2739,3577,3709,3740,3523,3068,3335.57142857143,3576.5,3264.09523809524,-0.0644337212602895,3067.03589602211
"356",356,356,356,356,"2011-12-22",1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,2407.85714285714,2660,3750,3403,2431,2739,3577,3709,3740,2209,3181.28571428571,3205,3218.71428571429,0.288770053475936,3074.97150002211
"357",357,357,357,357,"2011-12-23",1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,2109.85714285714,3068,2660,3750,3403,2431,2739,3577,3709,1011,3089.71428571429,2864,3187.33333333333,0.172822863305473,2679.01142059354
"358",358,358,358,358,"2011-12-24",1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,1740.14285714286,2209,3068,2660,3750,3403,2431,2739,3577,754,2894.28571428571,2638.5,3104.90476190476,0.38244338831423,2005.68094345068
"359",359,359,359,359,"2011-12-25",1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,1689,1011,2209,3068,2660,3750,3403,2431,2739,1317,2647.42857142857,1610,2980.95238095238,0.630887185104053,1732.22913030783
"360",360,360,360,360,"2011-12-26",1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,1596.85714285714,754,1011,2209,3068,2660,3750,3403,2431,1162,2407.85714285714,882.5,2850.90476190476,0.689839572192513,1842.46091716496
"361",361,361,361,361,"2011-12-27",1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,1709.71428571429,1317,754,1011,2209,3068,2660,3750,3403,2302,2109.85714285714,1035.5,2732.14285714286,0.612988539523949,1580.99002345068
"362",362,362,362,362,"2011-12-28",1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,1920.28571428571,1162,1317,754,1011,2209,3068,2660,3750,2423,1740.14285714286,1239.5,2663.95238095238,0.690133333333333,1832.3939537364
"363",363,363,363,363,"2011-12-29",1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,2140.28571428571,2302,1162,1317,754,1011,2209,3068,2660,2999,1689,1732,2740,0.134586466165414,1993.20629945068
"364",364,364,364,364,"2011-12-30",1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,2230.85714285714,2423,2302,1162,1317,754,1011,2209,3068,2485,1596.85714285714,2362.5,2697.19047619048,0.210234680573664,2171.94651087925
"365",365,365,365,365,"2011-12-31",1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,2384.28571428571,2999,2423,2302,1162,1317,754,1011,2209,2294,1709.71428571429,2711,2667.61904761905,-0.357627885921231,2102.59005430783
"366",366,366,366,366,"2012-01-01",1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,2393.71428571429,2485,2999,2423,2302,1162,1317,754,1011,1951,1920.28571428571,2742,2634.04761904762,-1.45796241345203,2181.91585945068
"367",367,367,367,367,"2012-01-02",1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,2515,2294,2485,2999,2423,2302,1162,1317,754,2236,2140.28571428571,2389.5,2612.66666666667,-2.04244031830239,2162.81064516497
"368",368,368,368,368,"2012-01-03",1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,2672,1951,2294,2485,2999,2423,2302,1162,1317,2368,2230.85714285714,2122.5,2547.95238095238,-0.481397114654518,2281.4576537364
"369",369,369,369,369,"2012-01-04",1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,2962.85714285714,2236,1951,2294,2485,2999,2423,2302,1162,3272,2384.28571428571,2093.5,2486.66666666667,-0.924268502581756,2452.78055087925
"370",370,370,370,370,"2012-01-05",1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,3124.42857142857,2368,2236,1951,2294,2485,2999,2423,2302,4098,2393.71428571429,2302,2421.33333333333,-0.0286707211120765,2786.40494059354
"371",371,371,371,371,"2012-01-06",1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,3185.14285714286,3272,2368,2236,1951,2294,2485,2999,2423,4521,2515,2820,2400.52380952381,-0.350392075938919,3260.39398516497
"372",372,372,372,372,"2012-01-07",1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,3379.71428571429,4098,3272,2368,2236,1951,2294,2485,2999,3425,2672,3685,2425.33333333333,-0.366455485161721,3547.71404002211
"373",373,373,373,373,"2012-01-08",1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,3352.42857142857,4521,4098,3272,2368,2236,1951,2294,2485,2376,2962.85714285714,4309.5,2510.19047619048,-0.819315895372233,3297.36038687925
"374",374,374,374,374,"2012-01-09",1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,3470.28571428571,3425,4521,4098,3272,2368,2236,1951,2294,3598,3124.42857142857,3973,2557.52380952381,-0.493025283347864,2880.20464002211
"375",375,375,375,375,"2012-01-10",1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,3344,2376,3425,4521,4098,3272,2368,2236,1951,2177,3185.14285714286,2900.5,2508.61904761905,-0.21783700666325,3398.95195945069
"376",376,376,376,376,"2012-01-11",1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,3054.28571428571,3598,2376,3425,4521,4098,3272,2368,2236,4097,3379.71428571429,2987,2501.38095238095,-0.60912343470483,2953.52357316497
"377",377,377,377,377,"2012-01-12",1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,2895.14285714286,2177,3598,2376,3425,4521,4098,3272,2368,3214,3352.42857142857,2887.5,2478.38095238095,0.0806587837837838,3671.50567259354
"378",378,378,378,378,"2012-01-13",1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,2884,4097,2177,3598,2376,3425,4521,4098,3272,2493,3470.28571428571,3137,2527.38095238095,-0.252139364303178,3419.75243259354
"379",379,379,379,379,"2012-01-14",1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,2789.28571428571,3214,4097,2177,3598,2376,3425,4521,4098,2311,3344,3655.5,2575.2380952381,0.215714982918497,2931.13747487926
"380",380,380,380,380,"2012-01-15",1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,2960.57142857143,2493,3214,4097,2177,3598,2376,3425,4521,2298,3054.28571428571,2853.5,2645.80952380952,0.448573324485733,2617.35840630782
"381",381,381,381,381,"2012-01-16",1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,2845.57142857143,2311,2493,3214,4097,2177,3598,2376,3425,2935,2895.14285714286,2402,2719.95238095238,0.325255474452555,2577.73730402212
"382",382,382,382,382,"2012-01-17",1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,2838.28571428571,2298,2311,2493,3214,4097,2177,3598,2376,3376,2884,2304.5,2766.66666666667,0.0328282828282828,2910.47402345068
"383",383,383,383,383,"2012-01-18",1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,2668,2935,2298,2311,2493,3214,4097,2177,3598,3292,2789.28571428571,2616.5,2851.09523809524,0.184269038354641,3011.05470630782
"384",384,384,384,384,"2012-01-19",1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,2620.28571428571,3376,2935,2298,2311,2493,3214,4097,2177,3163,2960.57142857143,3155.5,2902.2380952381,-0.550757923748277,3186.96826345068
"385",385,385,385,385,"2012-01-20",1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,2639.42857142857,3292,3376,2935,2298,2311,2493,3214,4097,1301,2845.57142857143,3334,2943.61904761905,0.196485233097388,2942.26525430783
"386",386,386,386,386,"2012-01-21",1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,2840,3163,3292,3376,2935,2298,2311,2493,3214,1977,2838.28571428571,3227.5,2951.42857142857,0.0158680771624144,2180.39433602211
"387",387,387,387,387,"2012-01-22",1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,2967.71428571429,1301,3163,3292,3376,2935,2298,2311,2493,2432,2668,2232,2895.04761904762,0.478138788608103,2305.24158687926
"388",388,388,388,388,"2012-01-23",1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,3079.57142857143,1977,1301,3163,3292,3376,2935,2298,2311,4339,2620.28571428571,1639,2879.95238095238,0.144526179143228,2527.60821030782
"389",389,389,389,389,"2012-01-24",1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,3121.42857142857,2432,1977,1301,3163,3292,3376,2935,2298,4270,2639.42857142857,2204.5,2902.85714285714,-0.0583115752828547,3391.05471830783
"390",390,390,390,390,"2012-01-25",1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,3510.28571428571,4339,2432,1977,1301,3163,3292,3376,2935,4075,2840,3385.5,3003,-0.478364565587734,3553.55442630782
"391",391,391,391,391,"2012-01-26",1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,3691.14285714286,4270,4339,2432,1977,1301,3163,3292,3376,3456,2967.71428571429,4304.5,3093.57142857143,-0.264810426540284,3510.4087537364
"392",392,392,392,392,"2012-01-27",1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,3861.42857142857,4075,4270,4339,2432,1977,1301,3163,3292,4023,3079.57142857143,4172.5,3131.80952380952,-0.237849331713244,3299.7361017364
"393",393,393,393,393,"2012-01-28",1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,3885.71428571429,3456,4075,4270,4339,2432,1977,1301,3163,3243,3121.42857142857,3765.5,3101.2380952381,-0.0926335757192539,3538.18400916497
"394",394,394,394,394,"2012-01-29",1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,3929.85714285714,4023,3456,4075,4270,4339,2432,1977,1301,3624,3510.28571428571,3739.5,3077.52380952381,-2.09223674096849,3572.05475259354
"395",395,395,395,395,"2012-01-30",1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,3885,3243,4023,3456,4075,4270,4339,2432,1977,4509,3691.14285714286,3633,3068.85714285714,-0.640364188163885,3749.51814402211
"396",396,396,396,396,"2012-01-31",1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,3984.28571428571,3624,3243,4023,3456,4075,4270,4339,2432,4579,3861.42857142857,3433.5,3128.28571428571,-0.490131578947368,4223.94569087925
"397",397,397,397,397,"2012-02-01",1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,3814.14285714286,4509,3624,3243,4023,3456,4075,4270,4339,3761,3885.71428571429,4066.5,3171.66666666667,-0.0391795344549435,4204.91479602211
"398",398,398,398,398,"2012-02-02",1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,3771.85714285714,4579,4509,3624,3243,4023,3456,4075,4270,4151,3929.85714285714,4544,3286.04761904762,-0.0723653395784543,3885.24750002211
"399",399,399,399,399,"2012-02-03",1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,3794.71428571429,3761,4579,4509,3624,3243,4023,3456,4075,2832,3885,4170,3270.04761904762,0.0770552147239264,3989.77712459354
"400",400,400,400,400,"2012-02-04",1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,3775.57142857143,4151,3761,4579,4509,3624,3243,4023,3456,2947,3984.28571428571,3956,3314.66666666667,-0.201099537037037,3538.71976630782
"401",401,401,401,401,"2012-02-05",1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,3521.71428571429,2832,4151,3761,4579,4509,3624,3243,4023,3784,3814.14285714286,3491.5,3330.80952380952,0.296047725577927,3375.36441202212
"402",402,402,402,402,"2012-02-06",1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,3531.57142857143,2947,2832,4151,3761,4579,4509,3624,3243,4375,3771.85714285714,2889.5,3361.09523809524,0.0912735121800802,3768.09592630782
"403",403,403,403,403,"2012-02-07",1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,3485.85714285714,3784,2947,2832,4151,3761,4579,4509,3624,2802,3794.71428571429,3365.5,3431.85714285714,-0.0441501103752759,4064.48943430783
"404",404,404,404,404,"2012-02-08",1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,3391.14285714286,4375,3784,2947,2832,4151,3761,4579,4509,3830,3775.57142857143,4079.5,3500.42857142857,0.0297183410955866,3356.0448097364
"405",405,405,405,405,"2012-02-09",1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,3188.57142857143,2802,4375,3784,2947,2832,4151,3761,4579,3831,3521.71428571429,3588.5,3473.09523809524,0.388075999126447,3554.48217545069
"406",406,406,406,406,"2012-02-10",1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,3136.85714285714,3830,2802,4375,3784,2947,2832,4151,3761,2169,3531.57142857143,3316,3498.71428571429,-0.0183461845253922,3674.4202737364
"407",407,407,407,407,"2012-02-11",1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,3072.14285714286,3831,3830,2802,4375,3784,2947,2832,4151,1529,3485.85714285714,3830.5,3530.52380952381,0.0770898578655746,2906.57738859354
"408",408,408,408,408,"2012-02-12",1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,3267.42857142857,2169,3831,3830,2802,4375,3784,2947,2832,3422,3391.14285714286,3000,3571.85714285714,0.234110169491525,2555.1720857364
"409",409,409,409,409,"2012-02-13",1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,3149.57142857143,1529,2169,3831,3830,2802,4375,3784,2947,3922,3188.57142857143,1849,3550.52380952381,0.481167288768239,3211.15806402211
"410",410,410,410,410,"2012-02-14",1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,3195.71428571429,3422,1529,2169,3831,3830,2802,4375,3784,4169,3136.85714285714,2475.5,3597.66666666667,0.0956659619450317,3462.90686059354
"411",411,411,411,411,"2012-02-15",1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,3502.71428571429,3922,3422,1529,2169,3831,3830,2802,4375,3005,3072.14285714286,3672,3577.80952380952,0.103542857142857,3527.2168337364
"412",412,412,412,412,"2012-02-16",1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,3668.42857142857,4169,3922,3422,1529,2169,3831,3830,2802,4154,3267.42857142857,4045.5,3573,-0.487865810135617,3247.68587087925
"413",413,413,413,413,"2012-02-17",1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,3626.57142857143,3005,4169,3922,3422,1529,2169,3831,3830,4318,3149.57142857143,3587,3522.04761904762,0.215404699738903,3541.76844687925
"414",414,414,414,414,"2012-02-18",1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,3605.85714285714,4154,3005,4169,3922,3422,1529,2169,3831,2689,3195.71428571429,3579.5,3555.28571428571,-0.0843121900287131,3709.65442345069
"415",415,415,415,415,"2012-02-19",1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,3692.14285714286,4318,4154,3005,4169,3922,3422,1529,2169,3129,3502.71428571429,4236,3569.33333333333,-0.990779160903642,3293.10661887926
"416",416,416,416,416,"2012-02-20",1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,3986,2689,4318,4154,3005,4169,3922,3422,1529,3777,3668.42857142857,3503.5,3542.95238095238,-0.758665794637018,3516.26786059354
"417",417,417,417,417,"2012-02-21",1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,3890.71428571429,3129,2689,4318,4154,3005,4169,3922,3422,4773,3626.57142857143,2909,3519.38095238095,0.0856224430157802,3682.72535087926
"418",418,418,418,418,"2012-02-22",1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,3664.14285714286,3777,3129,2689,4318,4154,3005,4169,3922,5062,3605.85714285714,3453,3484.52380952381,0.0369709331973483,4110.29477659354
"419",419,419,419,419,"2012-02-23",1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,3764.14285714286,4773,3777,3129,2689,4318,4154,3005,4169,3487,3692.14285714286,4275,3493.7619047619,-0.144878867834013,4330.3560017364
"420",420,420,420,420,"2012-02-24",1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,3934.57142857143,5062,4773,3777,3129,2689,4318,4154,3005,2732,3986,4917.5,3555.71428571429,-0.684525790349418,3906.65068345068
"421",421,421,421,421,"2012-02-25",1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,4018.28571428571,3487,5062,4773,3777,3129,2689,4318,4154,3389,3890.71428571429,4274.5,3524.09523809524,0.160568127106403,3358.3300057364
